nazione,fascia_eta,misura,sesso,anno,valore
PL,Y15-24,Percentage of population in the labour force,F,2024,10.9
PT,Y15-24,Percentage of population in the labour force,F,2009,26.2
PT,Y15-24,Percentage of population in the labour force,F,2010,28.7
PT,Y15-24,Percentage of population in the labour force,F,2011,31.7
PT,Y15-24,Percentage of population in the labour force,F,2012,39.4
PT,Y15-24,Percentage of population in the labour force,F,2013,40.1
PT,Y15-24,Percentage of population in the labour force,F,2014,35.0
PT,Y15-24,Percentage of population in the labour force,F,2015,34.1
PT,Y15-24,Percentage of population in the labour force,F,2016,28.6
PT,Y15-24,Percentage of population in the labour force,F,2017,25.4
PT,Y15-24,Percentage of population in the labour force,F,2018,20.4
PT,Y15-24,Percentage of population in the labour force,F,2019,21.4
PT,Y15-24,Percentage of population in the labour force,F,2020,24.0
PT,Y15-24,Percentage of population in the labour force,F,2021,26.7
PT,Y15-24,Percentage of population in the labour force,F,2022,20.5
PT,Y15-24,Percentage of population in the labour force,F,2023,20.1
PT,Y15-24,Percentage of population in the labour force,F,2024,22.4
RO,Y15-24,Percentage of population in the labour force,F,2009,24.2
RO,Y15-24,Percentage of population in the labour force,F,2010,28.1
RO,Y15-24,Percentage of population in the labour force,F,2011,29.5
RO,Y15-24,Percentage of population in the labour force,F,2012,29.1
RO,Y15-24,Percentage of population in the labour force,F,2013,31.1
RO,Y15-24,Percentage of population in the labour force,F,2014,31.1
RO,Y15-24,Percentage of population in the labour force,F,2015,29.4
RO,Y15-24,Percentage of population in the labour force,F,2016,27.3
RO,Y15-24,Percentage of population in the labour force,F,2017,23.1
RO,Y15-24,Percentage of population in the labour force,F,2018,20.7
RO,Y15-24,Percentage of population in the labour force,F,2019,22.0
RO,Y15-24,Percentage of population in the labour force,F,2020,20.8
RO,Y15-24,Percentage of population in the labour force,F,2021,21.2
RO,Y15-24,Percentage of population in the labour force,F,2022,24.9
RO,Y15-24,Percentage of population in the labour force,F,2023,22.2
RO,Y15-24,Percentage of population in the labour force,F,2024,25.1
RS,Y15-24,Percentage of population in the labour force,F,2010,50.1
RS,Y15-24,Percentage of population in the labour force,F,2011,60.0
RS,Y15-24,Percentage of population in the labour force,F,2012,59.7
RS,Y15-24,Percentage of population in the labour force,F,2013,60.2
RS,Y15-24,Percentage of population in the labour force,F,2014,52.3
RS,Y15-24,Percentage of population in the labour force,F,2015,50.5
RS,Y15-24,Percentage of population in the labour force,F,2016,41.5
RS,Y15-24,Percentage of population in the labour force,F,2017,38.1
RS,Y15-24,Percentage of population in the labour force,F,2018,33.7
RS,Y15-24,Percentage of population in the labour force,F,2019,31.5
RS,Y15-24,Percentage of population in the labour force,F,2020,31.0
RS,Y15-24,Percentage of population in the labour force,F,2021,28.9
RS,Y15-24,Percentage of population in the labour force,F,2022,26.0
RS,Y15-24,Percentage of population in the labour force,F,2023,27.0
RS,Y15-24,Percentage of population in the labour force,F,2024,23.1
SE,Y15-24,Percentage of population in the labour force,F,2005,22.0
SE,Y15-24,Percentage of population in the labour force,F,2006,21.5
SE,Y15-24,Percentage of population in the labour force,F,2007,19.3
SE,Y15-24,Percentage of population in the labour force,F,2008,20.3
SE,Y15-24,Percentage of population in the labour force,F,2009,23.3
SE,Y15-24,Percentage of population in the labour force,F,2010,23.1
SE,Y15-24,Percentage of population in the labour force,F,2011,21.7
SE,Y15-24,Percentage of population in the labour force,F,2012,21.7
SE,Y15-24,Percentage of population in the labour force,F,2013,21.8
SE,Y15-24,Percentage of population in the labour force,F,2014,20.9
SE,Y15-24,Percentage of population in the labour force,F,2015,19.0
SE,Y15-24,Percentage of population in the labour force,F,2016,16.8
SE,Y15-24,Percentage of population in the labour force,F,2017,16.4
SE,Y15-24,Percentage of population in the labour force,F,2018,15.9
SE,Y15-24,Percentage of population in the labour force,F,2019,19.1
SE,Y15-24,Percentage of population in the labour force,F,2020,22.6
SE,Y15-24,Percentage of population in the labour force,F,2021,24.1
SE,Y15-24,Percentage of population in the labour force,F,2022,23.5
SE,Y15-24,Percentage of population in the labour force,F,2023,21.6
SE,Y15-24,Percentage of population in the labour force,F,2024,23.6
SI,Y15-24,Percentage of population in the labour force,F,2009,13.5
SI,Y15-24,Percentage of population in the labour force,F,2010,13.8
SI,Y15-24,Percentage of population in the labour force,F,2011,17.0
SI,Y15-24,Percentage of population in the labour force,F,2012,21.4
SI,Y15-24,Percentage of population in the labour force,F,2013,23.7
SI,Y15-24,Percentage of population in the labour force,F,2014,21.6
SI,Y15-24,Percentage of population in the labour force,F,2015,14.8
SI,Y15-24,Percentage of population in the labour force,F,2016,14.7
SI,Y15-24,Percentage of population in the labour force,F,2017,13.1
SI,Y15-24,Percentage of population in the labour force,F,2018,9.6
SI,Y15-24,Percentage of population in the labour force,F,2019,9.2
SI,Y15-24,Percentage of population in the labour force,F,2020,16.1
SI,Y15-24,Percentage of population in the labour force,F,2021,14.4
SI,Y15-24,Percentage of population in the labour force,F,2022,12.0
SI,Y15-24,Percentage of population in the labour force,F,2023,8.7
SI,Y15-24,Percentage of population in the labour force,F,2024,10.9
SK,Y15-24,Percentage of population in the labour force,F,2009,29.1
SK,Y15-24,Percentage of population in the labour force,F,2010,34.8
SK,Y15-24,Percentage of population in the labour force,F,2011,36.8
SK,Y15-24,Percentage of population in the labour force,F,2012,35.4
SK,Y15-24,Percentage of population in the labour force,F,2013,34.4
SK,Y15-24,Percentage of population in the labour force,F,2014,32.9
SK,Y15-24,Percentage of population in the labour force,F,2015,30.2
SK,Y15-24,Percentage of population in the labour force,F,2016,28.9
SK,Y15-24,Percentage of population in the labour force,F,2017,22.3
SK,Y15-24,Percentage of population in the labour force,F,2018,18.0
SK,Y15-24,Percentage of population in the labour force,F,2019,21.9
SK,Y15-24,Percentage of population in the labour force,F,2020,23.4
SK,Y15-24,Percentage of population in the labour force,F,2021,22.0
SK,Y15-24,Percentage of population in the labour force,F,2022,21.7
SK,Y15-24,Percentage of population in the labour force,F,2023,16.0
SK,Y15-24,Percentage of population in the labour force,F,2024,18.9
TR,Y15-24,Percentage of population in the labour force,F,2009,22.5
TR,Y15-24,Percentage of population in the labour force,F,2010,20.7
TR,Y15-24,Percentage of population in the labour force,F,2011,19.0
TR,Y15-24,Percentage of population in the labour force,F,2012,17.8
TR,Y15-24,Percentage of population in the labour force,F,2013,19.7
TR,Y15-24,Percentage of population in the labour force,F,2014,20.2
TR,Y15-24,Percentage of population in the labour force,F,2015,22.2
TR,Y15-24,Percentage of population in the labour force,F,2016,23.5
TR,Y15-24,Percentage of population in the labour force,F,2017,25.6
TR,Y15-24,Percentage of population in the labour force,F,2018,25.0
TR,Y15-24,Percentage of population in the labour force,F,2019,30.3
TR,Y15-24,Percentage of population in the labour force,F,2020,29.9
TR,Y15-24,Percentage of population in the labour force,F,2021,28.7
TR,Y15-24,Percentage of population in the labour force,F,2022,25.4
TR,Y15-24,Percentage of population in the labour force,F,2023,23.4
TR,Y15-24,Percentage of population in the labour force,F,2024,22.4
AT,Y15-24,Percentage of population in the labour force,M,2009,12.1
AT,Y15-24,Percentage of population in the labour force,M,2010,10.4
AT,Y15-24,Percentage of population in the labour force,M,2011,9.5
AT,Y15-24,Percentage of population in the labour force,M,2012,10.3
AT,Y15-24,Percentage of population in the labour force,M,2013,10.2
AT,Y15-24,Percentage of population in the labour force,M,2014,11.5
AT,Y15-24,Percentage of population in the labour force,M,2015,12.0
AT,Y15-24,Percentage of population in the labour force,M,2016,13.1
AT,Y15-24,Percentage of population in the labour force,M,2017,11.7
AT,Y15-24,Percentage of population in the labour force,M,2018,10.3
AT,Y15-24,Percentage of population in the labour force,M,2019,10.0
AT,Y15-24,Percentage of population in the labour force,M,2020,12.5
AT,Y15-24,Percentage of population in the labour force,M,2021,10.7
AT,Y15-24,Percentage of population in the labour force,M,2022,9.5
AT,Y15-24,Percentage of population in the labour force,M,2023,10.2
AT,Y15-24,Percentage of population in the labour force,M,2024,10.4
BA,Y15-24,Percentage of population in the labour force,M,2021,34.5
BA,Y15-24,Percentage of population in the labour force,M,2022,31.2
BA,Y15-24,Percentage of population in the labour force,M,2023,28.5
BA,Y15-24,Percentage of population in the labour force,M,2024,27.5
BE,Y15-24,Percentage of population in the labour force,M,2009,21.6
BE,Y15-24,Percentage of population in the labour force,M,2010,22.4
BE,Y15-24,Percentage of population in the labour force,M,2011,18.9
BE,Y15-24,Percentage of population in the labour force,M,2012,20.7
BE,Y15-24,Percentage of population in the labour force,M,2013,25.0
BE,Y15-24,Percentage of population in the labour force,M,2014,24.2
BE,Y15-24,Percentage of population in the labour force,M,2015,24.1
BE,Y15-24,Percentage of population in the labour force,M,2016,21.9
BE,Y15-24,Percentage of population in the labour force,M,2017,20.3
BE,Y15-24,Percentage of population in the labour force,M,2018,16.5
BE,Y15-24,Percentage of population in the labour force,M,2019,16.3
BE,Y15-24,Percentage of population in the labour force,M,2020,16.1
BE,Y15-24,Percentage of population in the labour force,M,2021,19.9
BE,Y15-24,Percentage of population in the labour force,M,2022,18.1
BE,Y15-24,Percentage of population in the labour force,M,2023,17.6
BE,Y15-24,Percentage of population in the labour force,M,2024,19.6
BG,Y15-24,Percentage of population in the labour force,M,2009,20.3
BG,Y15-24,Percentage of population in the labour force,M,2010,25.5
BG,Y15-24,Percentage of population in the labour force,M,2011,28.2
BG,Y15-24,Percentage of population in the labour force,M,2012,31.5
BG,Y15-24,Percentage of population in the labour force,M,2013,32.2
BG,Y15-24,Percentage of population in the labour force,M,2014,26.1
BG,Y15-24,Percentage of population in the labour force,M,2015,23.6
BG,Y15-24,Percentage of population in the labour force,M,2016,20.0
BG,Y15-24,Percentage of population in the labour force,M,2017,16.0
BG,Y15-24,Percentage of population in the labour force,M,2018,16.0
BG,Y15-24,Percentage of population in the labour force,M,2019,12.3
BG,Y15-24,Percentage of population in the labour force,M,2020,17.3
BG,Y15-24,Percentage of population in the labour force,M,2021,16.2
BG,Y15-24,Percentage of population in the labour force,M,2022,10.8
BG,Y15-24,Percentage of population in the labour force,M,2023,12.8
BG,Y15-24,Percentage of population in the labour force,M,2024,12.8
CH,Y15-24,Percentage of population in the labour force,M,2010,7.8
CH,Y15-24,Percentage of population in the labour force,M,2011,7.5
CH,Y15-24,Percentage of population in the labour force,M,2012,8.6
CH,Y15-24,Percentage of population in the labour force,M,2013,8.7
CH,Y15-24,Percentage of population in the labour force,M,2014,8.6
CH,Y15-24,Percentage of population in the labour force,M,2015,9.2
CH,Y15-24,Percentage of population in the labour force,M,2016,8.8
CH,Y15-24,Percentage of population in the labour force,M,2017,8.1
CH,Y15-24,Percentage of population in the labour force,M,2018,8.4
CH,Y15-24,Percentage of population in the labour force,M,2019,8.8
CH,Y15-24,Percentage of population in the labour force,M,2020,9.2
CH,Y15-24,Percentage of population in the labour force,M,2021,8.4
CH,Y15-24,Percentage of population in the labour force,M,2022,6.9
CH,Y15-24,Percentage of population in the labour force,M,2023,8.1
CH,Y15-24,Percentage of population in the labour force,M,2024,8.0
CY,Y15-24,Percentage of population in the labour force,M,2009,13.6
CY,Y15-24,Percentage of population in the labour force,M,2010,15.9
CY,Y15-24,Percentage of population in the labour force,M,2011,23.3
CY,Y15-24,Percentage of population in the labour force,M,2012,28.8
CY,Y15-24,Percentage of population in the labour force,M,2013,41.1
CY,Y15-24,Percentage of population in the labour force,M,2014,37.4
CY,Y15-24,Percentage of population in the labour force,M,2015,34.7
CY,Y15-24,Percentage of population in the labour force,M,2016,25.8
CY,Y15-24,Percentage of population in the labour force,M,2017,27.0
CY,Y15-24,Percentage of population in the labour force,M,2018,25.0
CY,Y15-24,Percentage of population in the labour force,M,2019,20.1
CY,Y15-24,Percentage of population in the labour force,M,2020,22.5
CY,Y15-24,Percentage of population in the labour force,M,2021,18.4
CY,Y15-24,Percentage of population in the labour force,M,2022,18.3
CY,Y15-24,Percentage of population in the labour force,M,2023,18.3
CY,Y15-24,Percentage of population in the labour force,M,2024,12.4
CZ,Y15-24,Percentage of population in the labour force,M,2009,16.6
